fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_total_SO2_ratio,acid_ratio,sulphate_alcohol,is_red,quality,quality_label,wine_type
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,0.3749999933035716,14.41857111960205,5.7,1,6,medium,red
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,0.24468084846084204,13.620666171265222,5.51,1,6,medium,red
7.7,0.57,0.21,1.5,0.069,4.0,10.0,0.99458,3.16,0.54,9.8,0.39999996000000404,13.508748230266264,5.292000000000001,1,6,medium,red
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,0.24675324354865918,29.61527071049727,8.611,1,6,medium,red
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,0.499999950000005,23.23522577874771,6.048,1,7,high,red
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,0.4999999583333368,20.47614172347209,8.072999999999999,1,8,high,red
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,0.43421052060249316,13.378360299513108,5.170000000000001,1,5,medium,red
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,0.5454545330578515,19.999944444598768,9.35,1,7,high,red
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,0.4615384526627221,13.749980902804301,9.399999999999999,1,5,medium,red
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,0.5833333090277788,15.89739513488427,9.744,1,7,high,red
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,0.5333332977777802,10.461522366888666,6.448,1,6,medium,red
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,0.415094331790673,14.999965909168388,5.766,1,5,medium,red
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,0.3846153550295881,25.263091412917333,7.875,1,6,medium,red
10.2,0.33,0.46,1.9,0.081,6.0,10.0,0.99628,3.1,0.48,10.4,0.599999940000006,30.908997245462892,4.992,1,6,medium,red
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,0.689655148632581,32.592471879733786,6.328000000000001,1,6,medium,red
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,0.12658227687870535,13.859624807675777,6.555,1,6,medium,red
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,0.5810810732286341,24.1175761247761,9.72,1,6,medium,red
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,0.333333319444445,20.499948750128123,7.313999999999999,1,6,medium,red
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,0.4999999900000002,23.076863905477165,9.047,1,6,medium,red
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,0.38636362758264486,34.062393555020144,8.855,1,6,medium,red
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,0.370786512687792,15.282990032094277,4.416,1,6,medium,red
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,0.39130433081285515,29.166585648373204,9.120000000000001,1,6,medium,red
12.0,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,0.399999980000001,30.769151873969555,8.446,1,6,medium,red
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,0.2337662307303087,19.999956521833646,4.7940000000000005,1,5,medium,red
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,0.5869565089792064,12.93101218791002,4.324,1,5,medium,red
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,0.38095236281179223,15.517214625492025,6.912,1,5,medium,red
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.65,0.73,13.4,0.20454545222107443,12.142828231361355,9.782,1,7,high,red
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,0.28787878351698815,17.674377501447673,6.08,1,5,medium,red
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,0.2586206851961951,42.77754012477709,9.204,1,6,medium,red
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,0.5333333274074075,9.570540404244904,6.696000000000001,1,5,medium,red
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,0.3888888780864201,44.34763327115969,4.557,1,4,low,red
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,0.6111110771604957,9.466654044461274,5.120000000000001,1,6,medium,red
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,0.05309734466285536,18.18176308556641,6.44,1,4,low,red
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,0.4117646816609011,14.181792396741095,6.016,1,6,medium,red
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,0.4999999791666675,11.095875211129847,4.416,1,4,low,red
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,0.5499999725000013,9.701478057495436,6.608000000000001,1,4,low,red
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,0.5999999900000001,12.29506181137408,3.7200000000000006,1,5,medium,red
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,0.43076922414201196,26.48641490158135,5.782,1,5,medium,red
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,0.3749999906250003,22.499943750140623,7.319999999999999,1,6,medium,red
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,0.11627906841535968,14.821402104639098,5.89,1,5,medium,red
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,0.4499999971875,20.344757431870928,5.562000000000001,1,6,medium,red
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,0.44117645761245716,13.454520991780013,7.140000000000001,1,5,medium,red
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,0.31249999348958346,9.999986486504747,4.8,1,5,medium,red
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,0.611111094135803,16.82922724578721,8.325,1,6,medium,red
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,0.6486486311176046,11.83331361114398,6.649,1,6,medium,red
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,0.44999999250000017,12.93101218791002,5.782,1,5,medium,red
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,0.42857139795918586,9.861097415142478,5.684,1,5,medium,red
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,0.4615384260355057,11.969678833819948,5.51,1,5,medium,red
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,0.5714285551020413,11.142841224512537,7.521,1,5,medium,red
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,0.5652173790170135,9.531235107445143,4.95,1,5,medium,red
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,0.7166666547222225,12.711842861283285,3.8639999999999994,1,5,medium,red
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,0.173913040957782,12.06894470871602,7.699999999999999,1,6,medium,red
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,0.45454544077135034,10.624983398463439,7.119000000000001,1,6,medium,red
8.6,0.635,0.68,1.8,0.2,19.0,56.0,0.99632,3.02,1.02,9.3,0.33928570822704096,13.543285758605103,9.486,1,5,medium,red
6.3,0.8891499999999997,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,0.7083333038194456,7.085410689522929,6.16,1,4,low,red
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,0.5151515073461893,21.777729382823598,5.684,1,5,medium,red
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,0.49999998076923147,10.512807034862774,4.416,1,4,low,red
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,0.5098039115724724,22.97291088402464,8.496,1,6,medium,red
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,0.44444443209876583,12.63155678674248,6.180000000000001,1,6,medium,red
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,0.684210490304711,24.185990265138923,9.918000000000001,1,6,medium,red
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,0.41176469780853536,16.82922724578721,5.2250000000000005,1,6,medium,red
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,13.4,0.3218390767604704,11.224466888843084,10.988,1,8,high,red
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.65,0.75,13.4,0.43333332611111125,13.157860110894445,10.05,1,6,medium,red
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,0.3749999941406251,16.590871384383217,6.668999999999999,1,6,medium,red
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,0.5681818052685954,12.826059073784624,5.936,1,5,medium,red
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,0.7727272551652897,12.93101218791002,3.999,1,5,medium,red
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,0.4722222091049387,13.448252675426422,5.936,1,6,medium,red
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,0.16049382517908858,11.188795540146097,5.130000000000001,1,6,medium,red
8.5,0.4,0.4,6.3,0.05,3.1700000000000017,10.0,0.99566,3.28,0.56,12.0,0.3169999683000034,21.249946875132814,6.720000000000001,1,4,low,red
7.0,0.69,0.0,1.9,0.114,3.1700000000000017,10.0,0.99636,3.35,0.6,9.7,0.3169999683000034,10.144912833459662,5.819999999999999,1,6,medium,red
9.8,0.3,0.39,1.7,0.062,3.1700000000000017,10.0,0.9948,3.14,0.57,11.5,0.3169999683000034,32.66655777814075,6.555,1,7,high,red
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,0.5185185089163239,15.43474905489336,6.656000000000001,1,6,medium,red
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,0.4090908904958686,10.326783886557012,7.412000000000001,1,6,medium,red
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,0.24637680802352452,13.809501889679538,6.425999999999999,1,6,medium,red
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,0.4999999861111115,16.666626984221466,6.104000000000001,1,5,medium,red
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,0.4255319058397467,30.54045799876217,5.984999999999999,1,5,medium,red
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,0.5483870790842877,44.374722657983384,6.696000000000001,1,6,medium,red
8.0,0.6,0.08,2.6,0.056,3.1700000000000017,10.0,0.99286,3.22,0.37,13.0,0.3169999683000034,13.333311111148149,4.81,1,5,medium,red
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.02,10.2,0.18181818016528928,11.66664722225463,10.404,1,5,medium,red
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,0.4999999583333368,10.270256391545416,6.489999999999999,1,5,medium,red
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,0.41666665972222233,12.913365490763004,8.175,1,6,medium,red
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,0.49999998214285774,14.936671046402415,8.308000000000002,1,6,medium,red
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,0.4999999583333368,9.93376167713685,4.752999999999999,1,4,low,red
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,0.6580645076378774,10.476173847343098,4.275,1,5,medium,red
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,0.5172413614744358,13.584880028528246,7.380999999999999,1,6,medium,red
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,0.6111110771604957,9.499984166693055,6.832,1,6,medium,red
7.6,0.8891499999999997,0.0,2.1,0.137,5.0,10.0,0.99476,3.5,0.4,10.9,0.499999950000005,8.547479561964169,4.36,1,3,low,red
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.65,0.61,12.5,0.5357142665816333,8.062003004646504,7.625,1,6,medium,red
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,0.35087718682671604,7.790688615478354,8.658,1,6,medium,red
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,0.2666666488888901,24.594528122896968,8.959999999999999,1,6,medium,red
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,0.4117646998269897,28.571326530976677,7.3919999999999995,1,5,medium,red
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,0.3088235248702423,9.620240987036723,4.048,1,5,medium,red
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,0.27272726962809923,12.29506181137408,5.194000000000001,1,5,medium,red
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,0.24175823910155783,14.057950640651246,6.262,1,5,medium,red
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,0.5172413614744358,9.999985294139272,5.772,1,4,low,red
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,0.4285714217687076,11.290304370476822,5.611999999999999,1,5,medium,red
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,0.44444442798353967,12.745073048876375,7.552,1,6,medium,red
8.0,0.8891499999999997,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,0.3414634063057706,8.997346907330703,4.935,1,5,medium,red
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,0.30769230295857997,19.444390432248802,5.454,1,6,medium,red
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,0.347826081915564,19.444390432248802,5.353,1,6,medium,red
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,0.18681318476029468,11.90474300834443,5.684,1,6,medium,red
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,3.65,0.59,12.5,0.34782607939508525,7.29728743609806,7.375,1,6,medium,red
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,0.24390243307555043,22.499948863752586,8.211,1,6,medium,red
9.1,0.76,0.68,1.7,0.2,18.0,64.0,0.99652,2.9,1.02,9.1,0.2812499956054688,11.9736684556994,9.282,1,6,medium,red
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,0.13636363481404962,14.69694742886753,6.666,1,5,medium,red
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,3.65,0.59,12.5,0.34782607939508525,6.756747626016722,7.375,1,6,medium,red
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,0.49999997222222375,26.764627162861284,6.2700000000000005,1,5,medium,red
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,0.3818181748760332,25.277707561923442,9.02,1,7,high,red
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,0.5294117491349486,14.565185727857115,6.359999999999999,1,6,medium,red
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,0.34210525415512494,12.499975961584688,4.836,1,5,medium,red
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,0.18681318476029468,12.333312777812038,5.488000000000001,1,6,medium,red
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,0.46268656025840954,8.965506936198924,4.232,1,5,medium,red
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,0.23999999040000036,21.53840631177869,4.170999999999999,1,6,medium,red
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,0.2499999947916668,11.741920333006021,4.896,1,5,medium,red
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,0.3636363305785154,8.622744164378247,5.2,1,5,medium,red
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,0.4749999881250003,11.379290725360818,8.316,1,6,medium,red
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,0.5769230547337286,11.999976000048,4.275,1,5,medium,red
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,0.4193548251821024,14.705853517934278,5.67,1,6,medium,red
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,0.5483870790842877,14.0740480110222,5.304,1,6,medium,red
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,0.399999980000001,27.38088718836384,5.83,1,5,medium,red
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,0.35714284438775556,18.636321281087998,5.406,1,6,medium,red
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,0.3846153550295881,10.338965527177072,6.384000000000001,1,5,medium,red
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,0.5833332847222263,10.992349630000565,3.705,1,5,medium,red
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,0.5121951094586559,12.105241920628211,5.6160000000000005,1,5,medium,red
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,0.4383561583786828,14.999975000041667,5.699999999999999,1,5,medium,red
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,0.17391303969754263,11.612884495347588,6.018000000000001,1,6,medium,red
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,0.24561403077870123,11.782927468329506,4.738,1,5,medium,red
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,0.24999999107142887,12.413771700393621,5.2,1,5,medium,red
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,0.15624999511718765,19.062440429873657,4.444,1,5,medium,red
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,0.14285713775510223,17.941123702577343,4.444,1,5,medium,red
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,0.40298506861216316,16.976704705337895,6.5489999999999995,1,6,medium,red
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,0.5306122394835486,11.562481933621978,4.75,1,5,medium,red
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,0.21428570663265334,24.421001218944802,6.521666666666645,1,6,medium,red
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,0.289473676592798,17.03700548702687,6.104000000000001,1,5,medium,red
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,0.24074073628257897,9.764694394477184,5.454,1,5,medium,red
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,0.17460317183169569,9.638542604165536,4.704,1,4,low,red
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,0.3225806347554634,11.900806775525991,6.2540000000000004,1,6,medium,red
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,0.238095232426304,15.599968800062399,5.89,1,5,medium,red
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,0.22222221728395075,9.864851533984414,4.9,1,5,medium,red
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.02,10.5,0.0857142848979592,12.777754115270156,10.71,1,6,medium,red
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,0.21621621329437551,10.389596896627406,4.9,1,6,medium,red
6.6,0.61,0.0,1.6,0.069,4.0,10.0,0.99396,3.33,0.37,10.4,0.39999996000000404,10.81965439400919,3.848,1,4,low,red
8.7,0.78,0.51,1.7,0.2,12.0,66.0,0.99623,3.0,1.02,9.2,0.18181817906336092,11.153831854061725,9.383999999999999,1,5,medium,red
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.02,11.6,0.3571428316326549,12.93101218791002,11.831999999999999,1,6,medium,red
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,0.38202246761772507,10.26665297779603,4.1850000000000005,1,5,medium,red
6.8,0.815,0.0,1.2,0.2,16.0,29.0,0.99471,3.32,0.51,9.8,0.5517241189060649,8.343548044726326,4.998,1,3,low,red
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,0.1299999987,12.85711989800018,5.148000000000001,1,5,medium,red
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,0.22580644432882438,9.26552625364265,4.6000000000000005,1,5,medium,red
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.65,0.62,12.2,0.3108108066106648,10.612223240360736,7.563999999999999,1,6,medium,red
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,0.35714284438775556,15.999964444523458,5.049,1,6,medium,red
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,0.3142857053061227,13.15787165285675,6.696000000000001,1,6,medium,red
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,0.15999999360000025,8.192761213540706,4.32,1,5,medium,red
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,0.23809523582766443,13.333311111148149,4.851,1,5,medium,red
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,0.238095235260771,9.403961054356218,4.75,1,5,medium,red
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,0.3999999952941177,9.876531016628373,3.8639999999999994,1,5,medium,red
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,0.34782607183364905,11.562481933621978,5.568,1,5,medium,red
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,0.14285713994169102,10.312483886743927,7.004000000000001,1,5,medium,red
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,0.3243243214024836,13.958304253532807,5.141,1,5,medium,red
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,0.45454544077135034,12.244872969647002,7.375,1,6,medium,red
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,0.15151514692378343,12.499980468780517,6.38,1,5,medium,red
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,0.41666663194444736,11.451594432912204,4.704,1,5,medium,red
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,0.32203389284688316,15.384585798873463,4.896,1,5,medium,red
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,0.3698630086320136,11.228050477104427,4.4159999999999995,1,5,medium,red
8.6,0.685,0.1,1.6,0.092,3.1700000000000017,12.0,0.99745,3.31,0.65,9.55,0.2641666446527798,12.55472619748,6.2075000000000005,1,6,medium,red
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,0.3636363305785154,12.888869794266968,6.2075000000000005,1,5,medium,red
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,0.16346153688979292,12.372860384982397,5.148000000000001,1,5,medium,red
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,0.46428569770408223,11.66664722225463,6.324,1,7,high,red
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,0.41666664930555625,10.746252617533406,7.991999999999999,1,6,medium,red
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,0.2340425515316131,11.449258769190191,5.049,1,5,medium,red
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,0.24999998958333375,25.33324888917037,9.758,1,6,medium,red
7.2,0.33,0.33,1.7,0.061,3.1700000000000017,13.0,0.996,3.23,1.02,10.0,0.243846135088759,21.81811570267969,10.2,1,8,high,red
8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,0.2608695595463139,15.999968000064,6.6339999999999995,1,6,medium,red
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,0.5294117491349486,27.49990178606505,10.170000000000002,1,7,high,red
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,0.36363634710743875,34.16652430614872,10.246,1,6,medium,red
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,0.74074072702332,11.764682814347422,9.951,1,6,medium,red
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,0.6603773460306162,27.93093816917873,12.524000000000001,1,7,high,red
6.6,0.8891499999999997,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,0.3124999804687512,7.42281119854783,5.236,1,6,medium,red
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,0.4210526094182837,13.616992304271696,7.7379999999999995,1,6,medium,red
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,0.1348314591591971,17.36839058177091,9.09,1,5,medium,red
10.0,0.32,0.59,2.2,0.077,3.1700000000000017,15.0,0.9994,3.2,0.78,9.6,0.2113333192444455,31.249902344055176,7.4879999999999995,1,5,medium,red
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,0.4444444197530878,10.689636742005618,7.896,1,5,medium,red
